"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2013","127","138","145","120","8.25M","-9.29%"
"07/01/2013","125","125","143","118","46.74M","-1.57%"
"08/01/2013","122","128","132","107","8.54M","-2.40%"
"09/01/2013","117","121","130","114","36.70M","-4.10%"
"10/01/2013","131","117","133","116","46.92M","11.97%"
"11/01/2013","126","129","133","122","4.79M","-3.82%"
"12/01/2013","125","130","130","118","6.29M","-0.79%"
"01/01/2014","118","121","128","100","2.68M","-5.60%"
"02/01/2014","121","118","125","116","8.68M","2.54%"
"03/01/2014","122","121","135","120","19.89M","0.83%"
"04/01/2014","129","125","132","125","24.55M","5.74%"
"05/01/2014","129","128","129","122","13.99M","0.00%"
"06/01/2014","126","128","130","124","2.60M","-2.33%"
"07/01/2014","123","127","131","120","3.93M","-2.38%"
"08/01/2014","125","125","129","120","6.77M","1.63%"
"09/01/2014","122","125","128","120","7.22M","-2.40%"
"10/01/2014","125","122","129","119","3.49M","2.46%"
"11/01/2014","122","122","127","119","2.21M","-2.40%"
"12/01/2014","120","123","126","117","12.26M","-1.64%"
"01/01/2015","120","119","128","101","11.03M","0.00%"
"02/01/2015","120","118","122","116","2.93M","0.00%"
"03/01/2015","120","121","122","116","2.79M","0.00%"
"04/01/2015","118","120","123","114","3.72M","-1.67%"
"05/01/2015","118","119","120","113","2.03M","0.00%"
"06/01/2015","117","117","118","105","206.70K","-0.85%"
"07/01/2015","115","119","119","101","699.40K","-1.71%"
"08/01/2015","101","116","116","88","990.10K","-12.17%"
"09/01/2015","93","101","114","90","1.44M","-7.92%"
"10/01/2015","112","93","115","93","989.10K","20.43%"
"11/01/2015","110","101","110","90","1.34M","-1.79%"
"12/01/2015","105","110","110","99","300.00K","-4.55%"
"01/01/2016","105","99","112","90","602.80K","0.00%"
"02/01/2016","103","100","110","100","421.60K","-1.90%"
"03/01/2016","110","103","116","100","9.72M","6.80%"
"04/01/2016","102","110","116","91","5.20M","-7.27%"
"05/01/2016","104","98","105","95","1.76M","1.96%"
"06/01/2016","103","101","105","97","2.61M","-0.96%"
"07/01/2016","112","104","118","104","7.82M","8.74%"
"08/01/2016","102","111","116","102","14.81M","-8.93%"
"09/01/2016","99","104","105","90","883.10K","-2.94%"
"10/01/2016","92","95","102","88","2.04M","-7.07%"
"11/01/2016","96","92","107","89","33.61M","4.35%"
"12/01/2016","107","94","112","88","13.39M","11.46%"
"01/01/2017","105","98","120","98","10.88M","-1.87%"
"02/01/2017","115","103","118","101","16.52M","9.52%"
"03/01/2017","113","116","123","102","2.85M","-1.74%"
"04/01/2017","128","111","156","103","44.53M","13.27%"
"05/01/2017","258","130","328","122","538.92M","101.56%"
"06/01/2017","294","256","340","248","162.14M","13.95%"
"07/01/2017","278","294","326","254","81.15M","-5.44%"
"08/01/2017","226","276","280","220","27.34M","-18.71%"
"09/01/2017","204","224","264","182","45.45M","-9.73%"
"10/01/2017","202","210","240","192","22.35M","-0.98%"
"11/01/2017","248","208","308","200","93.05M","22.77%"
"12/01/2017","236","248","260","220","17.86M","-4.84%"
"01/01/2018","246","240","294","224","59.30M","4.24%"
"02/01/2018","250","246","288","238","97.73M","1.63%"
"03/01/2018","228","248","258","226","38.28M","-8.80%"
"04/01/2018","210","228","246","208","10.63M","-7.89%"
"05/01/2018","204","210","212","195","4.79M","-2.86%"
"06/01/2018","224","204","262","200","64.57M","9.80%"
"07/01/2018","212","224","226","198","6.06M","-5.36%"
"08/01/2018","202","212","216","196","2.88M","-4.72%"
"09/01/2018","195","200","210","192","5.35M","-3.47%"
"10/01/2018","192","196","208","150","2.83M","-1.54%"
"11/01/2018","170","192","192","161","2.26M","-11.46%"
"12/01/2018","190","168","190","160","1.13M","11.76%"
"01/01/2019","170","185","189","165","3.05M","-10.53%"
"02/01/2019","184","174","192","171","2.50M","8.24%"
"03/01/2019","167","183","185","166","1.73M","-9.24%"
"04/01/2019","162","168","171","160","988.90K","-2.99%"
"05/01/2019","173","160","173","145","1.00M","6.79%"
"06/01/2019","169","173","175","164","1.06M","-2.31%"
"07/01/2019","165","168","175","164","40.52M","-2.37%"
"08/01/2019","193","165","200","155","28.35M","16.97%"
"09/01/2019","173","190","200","165","341.40K","-10.36%"
"10/01/2019","165","179","224","162","196.66M","-4.62%"
"11/01/2019","165","165","178","141","2.54M","0.00%"
"12/01/2019","84","163","165","65","165.57M","-49.09%"
"01/01/2020","68","74","91","67","72.64M","-19.05%"
"02/01/2020","55","58","75","51","19.34M","-19.12%"
"03/01/2020","57","57","65","50","17.93M","3.64%"
"04/01/2020","56","58","60","54","1.94M","-1.75%"
"05/01/2020","69","57","72","55","26.00M","23.21%"
"06/01/2020","68","70","74","66","3.94M","-1.45%"
"07/01/2020","59","67","76","57","18.25M","-13.24%"
"08/01/2020","69","59","74","57","19.04M","16.95%"
"09/01/2020","63","69","70","62","5.00M","-8.70%"
"10/01/2020","100","64","128","60","251.64M","58.73%"
"11/01/2020","105","94","114","92","78.98M","5.00%"
"12/01/2020","114","105","158","104","90.97M","8.57%"
"01/01/2021","110","114","150","110","66.22M","-3.51%"
"02/01/2021","258","109","270","103","369.02M","134.55%"
"03/01/2021","170","264","320","160","1.60B","-34.11%"
"04/01/2021","169","170","238","148","1.42B","-0.59%"
"05/01/2021","161","169","195","151","804.63M","-4.73%"
"06/01/2021","158","162","190","146","629.38M","-1.86%"
"07/01/2021","176","160","189","149","663.82M","11.39%"
"08/01/2021","164","178","222","151","1.27B","-6.82%"
"09/01/2021","151","164","174","148","148.59M","-7.93%"
"10/01/2021","135","151","153","120","205.07M","-10.60%"
"11/01/2021","177","136","206","135","2.59B","31.11%"
"12/01/2021","204","178","276","162","4.66B","15.25%"
"01/01/2022","161","202","214","148","1.52B","-21.08%"
"02/01/2022","157","162","180","154","631.67M","-2.48%"
"03/01/2022","172","158","184","130","976.35M","9.55%"
"04/01/2022","157","174","200","146","1.83B","-8.72%"
"05/01/2022","153","159","160","136","240.17M","-2.55%"
"06/01/2022","132","153","154","132","257.29M","-13.73%"
"07/01/2022","133","132","141","120","191.17M","0.76%"
"08/01/2022","136","135","156","131","514.95M","2.26%"
"09/01/2022","124","136","143","120","299.32M","-8.82%"
"10/01/2022","135","124","149","122","642.02M","8.87%"
"11/01/2022","133","137","140","130","353.51M","-1.48%"
"12/01/2022","107","134","135","104","147.31M","-19.55%"
"01/01/2023","109","107","118","98","140.93M","1.87%"
"02/01/2023","107","109","114","106","2.73M","-1.83%"
