"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2008","829","908","1,184","809","1.10M","-6.64%"
"12/01/2008","937","888","957","829","165.20K","13.03%"
"01/01/2009","1,203","868","1,203","868","230.10K","28.39%"
"02/01/2009","1,085","1,134","1,134","986","28.40K","-9.81%"
"03/01/2009","1,085","1,085","1,184","1,085","47.60K","0.00%"
"04/01/2009","1,332","1,184","1,381","1,184","358.40K","22.76%"
"05/01/2009","1,332","1,322","1,332","1,184","178.90K","0.00%"
"06/01/2009","1,233","1,282","1,282","1,184","109.50K","-7.43%"
"07/01/2009","1,194","1,233","1,480","1,105","34.00K","-3.16%"
"08/01/2009","1,292","1,282","1,381","1,184","133.80K","8.21%"
"09/01/2009","1,272","1,332","1,410","1,144","201.70K","-1.55%"
"10/01/2009","1,628","1,272","2,244","1,233","1.45M","27.99%"
"11/01/2009","1,854","1,657","2,022","1,657","739.60K","13.88%"
"12/01/2009","1,904","1,884","1,904","1,776","367.00K","2.70%"
"01/01/2010","2,639","1,874","2,688","1,825","1.34M","38.60%"
"02/01/2010","3,008","2,491","3,008","2,170","1.25M","13.98%"
"03/01/2010","3,452","3,008","3,600","3,008","68.10M","14.76%"
"04/01/2010","3,674","3,428","3,748","3,329","108.66M","6.43%"
"05/01/2010","3,428","3,699","3,773","3,280","64.58M","-6.70%"
"06/01/2010","4,020","3,428","4,143","3,428","31.06M","17.27%"
"07/01/2010","4,685","4,020","4,932","3,748","26.73M","16.54%"
"08/01/2010","4,932","4,685","5,179","4,439","38.09M","5.27%"
"09/01/2010","5,327","4,932","5,869","4,883","33.29M","8.01%"
"10/01/2010","5,672","5,277","5,770","5,031","43.37M","6.48%"
"11/01/2010","5,524","5,672","6,165","5,179","50.48M","-2.61%"
"12/01/2010","5,228","5,524","5,869","5,129","37.60M","-5.36%"
"01/01/2011","5,179","5,228","5,869","4,907","42.19M","-0.94%"
"02/01/2011","5,622","5,129","5,721","4,907","57.09M","8.57%"
"03/01/2011","5,376","5,672","5,820","5,179","48.11M","-4.39%"
"04/01/2011","6,708","5,425","7,003","5,425","73.64M","24.77%"
"05/01/2011","6,066","6,658","6,905","5,968","247.40M","-9.56%"
"06/01/2011","6,066","6,066","6,214","5,622","113.33M","0.00%"
"07/01/2011","5,672","6,066","6,264","5,622","71.69M","-6.50%"
"08/01/2011","4,981","5,622","5,721","4,537","84.80M","-12.17%"
"09/01/2011","4,907","5,080","5,573","3,625","68.87M","-1.49%"
"10/01/2011","4,932","4,833","5,622","4,365","57.42M","0.50%"
"11/01/2011","4,587","4,907","5,475","4,439","65.65M","-7.00%"
"12/01/2011","4,463","4,685","4,685","4,094","85.41M","-2.69%"
"01/01/2012","4,414","4,389","5,179","4,389","98.87M","-1.10%"
"02/01/2012","4,661","4,414","4,883","4,414","64.50M","5.59%"
"03/01/2012","4,981","4,661","5,129","4,340","75.40M","6.88%"
"04/01/2012","5,327","5,031","5,573","4,784","52.80M","6.93%"
"05/01/2012","5,820","5,327","6,412","5,228","52.91M","9.26%"
"06/01/2012","6,066","5,820","6,264","5,228","60.43M","4.24%"
"07/01/2012","6,066","6,066","6,362","5,770","45.33M","0.00%"
"08/01/2012","7,102","6,066","7,102","6,066","43.30M","17.07%"
"09/01/2012","6,560","7,003","7,102","6,264","120.05M","-7.64%"
"10/01/2012","6,757","6,560","7,299","6,510","81.26M","3.01%"
"11/01/2012","5,080","6,708","6,708","4,932","168.72M","-24.82%"
"12/01/2012","5,622","5,622","6,017","5,327","114.18M","10.68%"
"01/01/2013","4,932","5,672","5,820","4,907","97.00M","-12.28%"
"02/01/2013","5,376","4,932","5,918","4,907","117.87M","9.00%"
"03/01/2013","5,179","5,376","5,376","5,080","105.47M","-3.67%"
"04/01/2013","5,031","5,179","5,968","4,932","234.89M","-2.86%"
"05/01/2013","4,932","5,031","5,179","4,513","154.80M","-1.96%"
"06/01/2013","4,759","4,883","4,883","4,143","79.02M","-3.50%"
"07/01/2013","4,439","4,759","4,784","4,168","71.72M","-6.73%"
"08/01/2013","4,414","4,389","4,463","3,699","99.07M","-0.56%"
"09/01/2013","4,192","4,291","4,858","3,921","150.20M","-5.03%"
"10/01/2013","4,414","4,192","4,833","4,069","69.72M","5.29%"
"11/01/2013","4,932","4,365","5,129","4,340","68.41M","11.73%"
"12/01/2013","5,129","5,080","5,179","4,661","65.16M","4.00%"
"01/01/2014","4,784","4,907","5,228","4,784","47.77M","-6.73%"
"02/01/2014","4,587","4,848","4,932","4,242","71.00M","-4.12%"
"03/01/2014","4,340","4,488","4,488","3,936","61.18M","-5.38%"
"04/01/2014","5,105","4,306","5,105","4,306","44.63M","17.61%"
"05/01/2014","5,401","4,957","5,499","4,794","74.28M","5.80%"
"06/01/2014","5,031","5,228","5,376","4,833","60.19M","-6.85%"
"07/01/2014","5,327","4,932","5,450","4,932","43.45M","5.88%"
"08/01/2014","5,869","5,351","5,943","5,302","316.72M","10.18%"
"09/01/2014","6,116","5,721","6,979","5,327","123.28M","4.20%"
"10/01/2014","5,450","6,017","6,214","5,055","91.76M","-10.89%"
"11/01/2014","5,031","5,450","5,450","4,912","92.92M","-7.69%"
"12/01/2014","4,799","4,957","5,080","4,518","103.66M","-4.61%"
"01/01/2015","4,735","4,799","4,932","4,242","119.17M","-1.34%"
"02/01/2015","4,730","4,685","5,154","4,547","79.12M","-0.11%"
"03/01/2015","4,291","4,735","4,735","4,118","99.59M","-9.28%"
"04/01/2015","3,980","4,291","4,389","3,852","96.25M","-7.24%"
"05/01/2015","4,232","4,020","4,291","3,748","67.94M","6.32%"
"06/01/2015","3,635","4,232","4,399","3,600","41.69M","-14.10%"
"07/01/2015","2,925","3,635","3,660","2,713","64.05M","-19.54%"
"08/01/2015","2,959","2,851","3,078","2,308","87.16M","1.18%"
"09/01/2015","2,579","2,959","2,959","2,210","40.72M","-12.83%"
"10/01/2015","3,073","2,579","3,428","2,427","59.43M","19.12%"
"11/01/2015","3,413","3,092","3,847","2,935","72.37M","11.08%"
"12/01/2015","3,600","3,497","3,951","3,452","71.00M","5.49%"
"01/01/2016","3,625","3,600","3,808","3,245","96.04M","0.69%"
"02/01/2016","3,847","3,625","4,094","3,541","140.08M","6.12%"
"03/01/2016","3,946","3,847","4,217","3,788","90.57M","2.57%"
"04/01/2016","3,472","3,941","3,955","3,393","57.25M","-12.00%"
"05/01/2016","3,530","3,452","3,550","3,150","252.11M","1.67%"
"06/01/2016","3,670","3,490","3,920","3,400","212.55M","3.97%"
"07/01/2016","3,710","3,680","3,950","3,540","198.76M","1.09%"
"08/01/2016","2,840","3,700","3,800","2,680","480.40M","-23.45%"
"09/01/2016","2,700","2,820","2,960","2,460","362.55M","-4.93%"
"10/01/2016","2,200","2,700","2,790","2,150","244.76M","-18.52%"
"11/01/2016","2,300","2,200","2,620","2,030","345.30M","4.55%"
"12/01/2016","2,310","2,300","2,400","2,180","115.59M","0.43%"
"01/01/2017","2,910","2,310","2,980","2,250","196.82M","25.97%"
"02/01/2017","2,990","2,900","3,250","2,780","159.41M","2.75%"
"03/01/2017","3,060","2,980","3,310","2,810","130.61M","2.34%"
"04/01/2017","3,210","3,080","3,270","2,900","81.44M","4.90%"
"05/01/2017","2,960","3,230","3,240","2,950","117.93M","-7.79%"
"06/01/2017","3,410","3,050","3,500","2,970","123.44M","15.20%"
"07/01/2017","3,360","3,410","3,410","3,110","110.24M","-1.47%"
"08/01/2017","3,600","3,360","3,800","3,350","142.52M","7.14%"
"09/01/2017","3,740","3,600","4,060","3,600","119.40M","3.89%"
"10/01/2017","3,380","3,730","3,750","3,230","134.86M","-9.63%"
"11/01/2017","3,080","3,380","3,600","2,890","157.58M","-8.88%"
"12/01/2017","2,960","3,100","3,150","2,810","89.54M","-3.90%"
"01/01/2018","2,990","3,000","3,380","2,850","124.29M","1.01%"
"02/01/2018","2,950","3,020","3,040","2,810","128.15M","-1.34%"
"03/01/2018","2,520","2,970","2,980","2,420","120.40M","-14.58%"
"04/01/2018","2,120","2,520","2,840","2,040","142.93M","-15.87%"
"05/01/2018","2,100","2,160","2,460","1,710","773.36M","-0.94%"
"06/01/2018","2,520","2,170","2,910","2,160","434.30M","20.00%"
"07/01/2018","2,750","2,550","3,070","2,300","251.77M","9.13%"
"08/01/2018","3,180","2,790","3,190","2,640","267.18M","15.64%"
"09/01/2018","2,760","3,130","3,160","2,750","133.55M","-13.21%"
"10/01/2018","2,620","2,790","2,990","2,580","184.82M","-5.07%"
"11/01/2018","2,040","2,660","2,670","1,950","446.53M","-22.14%"
"12/01/2018","1,980","2,000","2,100","1,875","276.91M","-2.94%"
"01/01/2019","2,170","2,020","2,370","1,955","485.48M","9.60%"
"02/01/2019","2,400","2,170","2,680","1,995","744.74M","10.60%"
"03/01/2019","2,700","2,410","2,760","2,310","296.48M","12.50%"
"04/01/2019","2,920","2,700","2,980","2,510","282.03M","8.15%"
"05/01/2019","2,860","2,920","3,070","2,420","267.33M","-2.05%"
"06/01/2019","2,980","2,950","3,050","2,810","107.83M","4.20%"
"07/01/2019","3,230","3,000","3,420","2,810","259.25M","8.39%"
"08/01/2019","3,480","3,230","3,540","3,050","263.00M","7.74%"
"09/01/2019","3,440","3,500","3,660","3,150","329.62M","-1.15%"
"10/01/2019","3,550","3,440","3,560","3,260","220.65M","3.20%"
"11/01/2019","3,340","3,550","3,730","3,070","668.70M","-5.92%"
"12/01/2019","3,150","3,360","3,430","3,150","162.04M","-5.69%"
"01/01/2020","2,900","3,170","3,390","2,840","147.57M","-7.94%"
"02/01/2020","2,590","2,950","2,950","2,290","374.71M","-10.69%"
"03/01/2020","2,000","2,600","2,610","1,315","451.73M","-22.78%"
"04/01/2020","2,540","1,990","2,730","1,895","329.90M","27.00%"
"05/01/2020","2,590","2,560","2,660","2,250","354.18M","1.97%"
"06/01/2020","2,770","2,590","2,820","2,430","278.88M","6.95%"
"07/01/2020","2,500","2,800","3,070","2,410","288.40M","-9.75%"
"08/01/2020","2,440","2,500","2,640","2,330","439.14M","-2.40%"
"09/01/2020","2,030","2,490","2,490","1,920","422.29M","-16.80%"
"10/01/2020","2,030","2,050","2,240","2,000","295.83M","0.00%"
"11/01/2020","2,410","2,020","2,600","1,980","1.38B","18.72%"
"12/01/2020","2,730","2,470","2,980","2,380","1.88B","13.28%"
"01/01/2021","2,220","2,790","2,880","2,200","892.04M","-18.68%"
"02/01/2021","2,200","2,220","2,450","2,120","742.01M","-0.90%"
"03/01/2021","2,090","2,200","2,320","2,010","495.68M","-5.00%"
"04/01/2021","2,090","2,090","2,240","2,010","396.81M","0.00%"
"05/01/2021","2,460","2,080","2,550","1,980","633.50M","17.70%"
"06/01/2021","2,670","2,480","2,800","2,370","930.03M","8.54%"
"07/01/2021","2,690","2,670","2,720","2,360","575.06M","0.75%"
"08/01/2021","2,670","2,700","2,770","2,500","414.66M","-0.74%"
"09/01/2021","3,040","2,680","3,080","2,550","538.88M","13.86%"
"10/01/2021","3,080","3,030","3,270","2,820","633.86M","1.32%"
"11/01/2021","3,070","3,080","3,160","2,860","434.49M","-0.32%"
"12/01/2021","3,170","3,070","3,240","3,020","286.26M","3.26%"
"01/01/2022","3,320","3,180","3,370","2,920","230.04M","4.73%"
"02/01/2022","2,860","3,320","3,350","2,760","285.76M","-13.86%"
"03/01/2022","2,650","2,900","2,930","2,530","471.51M","-7.34%"
"04/01/2022","3,190","2,640","3,380","2,550","624.07M","20.38%"
"05/01/2022","2,640","3,150","3,150","2,570","342.47M","-17.24%"
"06/01/2022","2,600","2,640","2,740","2,230","638.68M","-1.52%"
"07/01/2022","2,370","2,600","2,610","2,210","447.25M","-8.85%"
"08/01/2022","2,630","2,370","2,780","2,350","568.57M","10.97%"
"09/01/2022","2,460","2,640","2,720","2,400","395.41M","-6.46%"
"10/01/2022","2,520","2,440","2,580","2,310","180.37M","2.44%"
"11/01/2022","2,170","2,520","2,530","2,160","254.83M","-13.89%"
"12/01/2022","2,140","2,170","2,340","2,010","449.83M","-1.38%"
"01/01/2023","2,300","2,130","2,440","2,120","319.69M","7.48%"
"02/01/2023","2,250","2,300","2,340","2,210","12.46M","-2.17%"
