"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2010","1,184","1,176","1,336","1,080","632.98M","0.68%"
"05/01/2010","1,040","1,168","1,216","536","1.24B","-12.16%"
"06/01/2010","1,024","1,040","1,096","920","595.90M","-1.54%"
"07/01/2010","816","1,024","1,120","808","346.37M","-20.31%"
"08/01/2010","720","816","936","632","703.64M","-11.76%"
"09/01/2010","912","728","1,064","696","1.31B","26.67%"
"10/01/2010","944","920","1,072","912","973.81M","3.51%"
"11/01/2010","984","952","1,176","872","1.21B","4.24%"
"12/01/2010","992","976","1,136","976","660.00M","0.81%"
"01/01/2011","856","992","1,072","840","431.45M","-13.71%"
"02/01/2011","864","864","896","800","198.56M","0.93%"
"03/01/2011","1,024","864","1,056","864","622.37M","18.52%"
"04/01/2011","1,256","1,024","1,272","1,000","637.69M","22.66%"
"05/01/2011","1,552","1,256","1,680","1,240","1.49B","23.57%"
"06/01/2011","1,640","1,560","1,720","1,488","956.45M","5.67%"
"07/01/2011","2,040","1,680","2,120","1,552","723.42M","24.39%"
"08/01/2011","1,528","2,080","2,120","1,424","1.46B","-25.10%"
"09/01/2011","1,056","1,536","1,592","976","837.84M","-30.89%"
"10/01/2011","1,312","1,024","1,424","888","1.92B","24.24%"
"11/01/2011","1,192","1,288","1,336","1,160","969.62M","-9.15%"
"12/01/2011","1,424","1,224","1,480","1,192","1.10B","19.46%"
"01/01/2012","1,576","1,432","1,720","1,424","837.30M","10.67%"
"02/01/2012","1,520","1,576","1,640","1,440","644.67M","-3.55%"
"03/01/2012","1,464","1,512","1,544","1,448","361.38M","-3.68%"
"04/01/2012","1,544","1,480","1,680","1,328","727.45M","5.46%"
"05/01/2012","1,168","1,544","1,544","1,144","500.46M","-24.35%"
"06/01/2012","1,144","1,160","1,224","960","869.12M","-2.05%"
"07/01/2012","960","1,168","1,216","936","404.02M","-16.08%"
"08/01/2012","736","944","1,048","696","1.06B","-23.33%"
"09/01/2012","720","736","792","568","1.52B","-2.17%"
"10/01/2012","728","720","752","640","549.79M","1.11%"
"11/01/2012","600","720","728","568","303.64M","-17.58%"
"12/01/2012","656","600","704","568","451.53M","9.33%"
"01/01/2013","744","656","840","656","624.23M","13.41%"
"02/01/2013","832","752","976","704","1.55B","11.83%"
"03/01/2013","800","824","872","768","704.84M","-3.85%"
"04/01/2013","1,088","800","1,136","792","1.55B","36.00%"
"05/01/2013","1,096","1,088","1,168","1,040","819.91M","0.74%"
"06/01/2013","952","1,096","1,120","848","332.51M","-13.14%"
"07/01/2013","840","952","984","768","200.36M","-11.76%"
"08/01/2013","616","840","944","552","379.34M","-26.67%"
"09/01/2013","688","608","816","592","481.77M","11.69%"
"10/01/2013","640","688","760","616","424.75M","-6.98%"
"11/01/2013","520","656","688","496","238.76M","-18.75%"
"12/01/2013","560","520","616","512","208.28M","7.69%"
"01/01/2014","568","552","624","536","167.24M","1.43%"
"02/01/2014","728","568","832","552","442.90M","28.17%"
"03/01/2014","792","728","832","712","441.30M","8.79%"
"04/01/2014","752","800","856","696","299.86M","-5.05%"
"05/01/2014","760","752","832","720","271.00M","1.06%"
"06/01/2014","752","768","824","688","244.54M","-1.05%"
"07/01/2014","728","752","800","688","195.84M","-3.19%"
"08/01/2014","720","720","736","688","113.30M","-1.10%"
"09/01/2014","824","720","880","712","763.22M","14.44%"
"10/01/2014","904","816","936","712","448.34M","9.71%"
"11/01/2014","816","896","952","768","170.41M","-9.73%"
"12/01/2014","800","800","896","752","304.29M","-1.96%"
"01/01/2015","832","808","896","792","270.06M","4.00%"
"02/01/2015","768","832","856","744","170.60M","-7.69%"
"03/01/2015","704","768","784","672","129.29M","-8.33%"
"04/01/2015","640","704","752","560","134.93M","-9.09%"
"05/01/2015","544","632","688","544","268.62M","-15.00%"
"06/01/2015","448","544","560","448","461.41M","-17.65%"
"07/01/2015","448","456","592","400","599.43M","0.00%"
"08/01/2015","448","448","536","408","410.42M","0.00%"
"09/01/2015","408","448","472","400","262.34M","-8.93%"
"10/01/2015","400","408","496","400","551.57M","-1.96%"
"11/01/2015","400","400","400","400","11.68M","0.00%"
"12/01/2015","400","400","400","400","659.00K","0.00%"
"01/01/2016","400","400","400","400","33.69K","0.00%"
"02/01/2016","400","400","400","400","675.05K","0.00%"
"03/01/2016","400","400","400","400","6.90M","0.00%"
"04/01/2016","400","400","400","400","1.16M","0.00%"
"05/01/2016","400","400","400","400","132.49K","0.00%"
"06/01/2016","400","400","400","400","17.79M","0.00%"
"07/01/2016","400","400","400","400","354.11K","0.00%"
"08/01/2016","400","400","400","400","261.38K","0.00%"
"09/01/2016","400","400","400","400","28.33K","0.00%"
"10/01/2016","400","400","496","400","2.15B","0.00%"
"11/01/2016","400","400","408","400","22.43M","0.00%"
"12/01/2016","400","400","408","400","74.64M","0.00%"
"01/01/2017","656","400","680","400","3.95B","64.00%"
"02/01/2017","400","664","704","400","4.16B","-39.02%"
"03/01/2017","400","400","400","400","2.03M","0.00%"
"04/01/2017","400","400","400","400","1.14M","0.00%"
"05/01/2017","400","400","400","400","2.16M","0.00%"
"06/01/2017","400","400","400","400","651.58K","0.00%"
"07/01/2017","170","300","300","170","857.34M","-57.50%"
"08/01/2017","101","171","190","98","5.50B","-40.59%"
"09/01/2017","79","101","106","76","1.44B","-21.78%"
"10/01/2017","99","79","113","71","3.08B","25.32%"
"11/01/2017","97","98","108","90","2.08B","-2.02%"
"12/01/2017","89","98","99","81","621.36M","-8.25%"
"01/01/2018","169","89","187","87","8.89B","89.89%"
"02/01/2018","276","171","296","165","10.27B","63.31%"
"03/01/2018","254","274","284","228","4.41B","-7.97%"
"04/01/2018","208","258","270","208","1.54B","-18.11%"
"05/01/2018","174","212","228","174","822.25M","-16.35%"
"06/01/2018","125","177","182","114","486.48M","-28.16%"
"07/01/2018","153","125","176","95","2.86B","22.40%"
"08/01/2018","137","154","196","123","2.90B","-10.46%"
"09/01/2018","131","138","143","112","1.01B","-4.38%"
"10/01/2018","101","134","140","99","905.89M","-22.90%"
"11/01/2018","77","101","113","73","781.85M","-23.76%"
"12/01/2018","50","80","83","50","799.31M","-35.06%"
"01/01/2019","79","50","89","50","3.46B","58.00%"
"02/01/2019","79","82","104","72","3.41B","0.00%"
"03/01/2019","62","80","86","61","1.39B","-21.52%"
"04/01/2019","60","63","70","54","1.47B","-3.23%"
"05/01/2019","55","60","63","51","653.74M","-8.33%"
"06/01/2019","59","55","66","54","653.56M","7.27%"
"07/01/2019","55","60","67","54","955.26M","-6.78%"
"08/01/2019","55","56","62","52","828.40M","0.00%"
"09/01/2019","59","55","66","53","1.40B","7.27%"
"10/01/2019","57","59","60","53","743.08M","-3.39%"
"11/01/2019","51","57","58","50","378.75M","-10.53%"
"12/01/2019","50","52","54","50","518.15M","-1.96%"
"01/01/2020","50","50","53","50","275.12M","0.00%"
"02/01/2020","50","50","52","50","81.31M","0.00%"
"03/01/2020","50","50","51","50","95.37M","0.00%"
"04/01/2020","50","50","57","50","369.68M","0.00%"
"05/01/2020","50","50","50","50","2.20M","0.00%"
"06/01/2020","52","50","63","50","942.85M","4.00%"
"07/01/2020","50","52","53","50","221.88M","-3.85%"
"08/01/2020","50","50","51","50","126.91M","0.00%"
"09/01/2020","54","50","70","50","2.86B","8.00%"
"10/01/2020","51","54","57","50","480.80M","-5.56%"
"11/01/2020","87","51","96","50","2.46B","70.59%"
"12/01/2020","129","88","133","83","7.13B","48.28%"
"01/01/2021","97","132","171","94","9.00B","-24.81%"
"02/01/2021","117","97","129","93","2.50B","20.62%"
"03/01/2021","105","113","126","100","1.61B","-10.26%"
"04/01/2021","112","105","121","101","1.33B","6.67%"
"05/01/2021","102","112","119","99","691.70M","-8.93%"
"06/01/2021","118","102","130","99","2.47B","15.69%"
"07/01/2021","106","118","132","105","3.54B","-10.17%"
"08/01/2021","110","107","139","104","1.69B","3.77%"
"09/01/2021","128","111","135","106","7.69B","16.36%"
"10/01/2021","121","128","134","117","7.65B","-5.47%"
"11/01/2021","114","121","126","112","7.83B","-5.79%"
"12/01/2021","102","114","124","101","4.38B","-10.53%"
"01/01/2022","114","102","117","96","6.03B","11.76%"
"02/01/2022","171","114","200","111","7.49B","50.00%"
"03/01/2022","170","171","183","137","3.29B","-0.58%"
"04/01/2022","198","169","204","161","3.14B","16.47%"
"05/01/2022","236","198","258","197","2.31B","19.19%"
"06/01/2022","222","236","334","216","3.93B","-5.93%"
"07/01/2022","280","220","306","208","1.99B","26.13%"
"08/01/2022","260","282","298","218","3.68B","-7.14%"
"09/01/2022","256","264","306","240","2.24B","-1.54%"
"10/01/2022","336","258","354","256","2.21B","31.25%"
"11/01/2022","338","336","404","314","4.48B","0.60%"
"12/01/2022","294","338","362","276","3.22B","-13.02%"
"01/01/2023","256","290","302","242","2.53B","-12.93%"
"02/01/2023","300","256","306","236","162.40M","17.19%"
